registered_number,route,component,page_file,title,route_state,sequence_number,source_bytes,dependency_count,primary_component,dependency_files,missing_imports,image_media_signals,interaction_signals,personal_voice_signals,design_tokens,error_signals,generic_signals,unknown_navigation_targets,boredom_risk,source_fingerprint,gift_present,memory,gift,compliment,message,surprise
"88","/love-constellation-connect","LoveConstellationConnectPage","src/pages/LoveConstellationConnectPage.jsx","Connect the Names Abu Loves","sequence page 68","68","118196","11","LoveConstellationConnect","src/pages/LoveConstellationConnectPage.jsx | src/components/LoveConstellationConnect.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/whatsappHelper.js","","32","67","246","text-amber-400 font-ui rounded-full text-xs font-black bg-amber-400 text-slate-950 border-amber-400 shadow-md bg-slate-900/80","","","","LOW","14c6b6622635","true","Water Park laughter and the day moving too quickly","a future postcard from the light-blue scooter road","Your “huss” can make a long day feel close again.","Samjhana, my Sanu, Abu made the Love Constellation Connect room around Water Park laughter and the day moving too quickly. Read this slowly, Sanu. It was made for your exact heart.","This page is a soft place to land when your day is heavy. Your “huss” can make a long day feel close again. This page is Abu’s a Bageshwori memory pressed between two pages for Bab"
"89","/love-journal-prompt","LoveJournalPromptPage","src/pages/LoveJournalPromptPage.jsx","A Journal Prompt from Abu","sequence page 69","69","114675","11","LoveJournalPrompt","src/pages/LoveJournalPromptPage.jsx | src/components/LoveJournalPrompt.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/whatsappHelper.js","","30","70","256","rounded-full bg-green-100 text-green-700 font-extrabold text-xs bg-gray-200 bg-green-500 bg-amber-800 rounded-l-xl shadow-inner","","","","LOW","5099a163d908","true","the day “Abhay” became “Abu” because you made it yours","a quiet “open when” note for your pocket","You are the person behind every name Abu says with a softer voice.","Samjhana, my Samjhana, Abu made the Love Journal Prompt room around the day “Abhay” became “Abu” because you made it yours. This page is a soft place to land when your day is heavy","A small surprise: Abu remembers more than he says. You are the person behind every name Abu says with a softer voice. This page is Abu’s a promise map for the places we still want "
"90","/love-chimes","LoveChimesPage","src/pages/LoveChimesPage.jsx","Chimes for Your Quiet Days","sequence page 70","70","112122","10","LoveChimes","src/pages/LoveChimesPage.jsx | src/components/LoveChimes.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","74","229","from-cyan-400 to-cyan-600 from-blue-400 to-blue-600 from-indigo-400 to-indigo-600 from-purple-400 to-purple-600 from-pink-400 to-pink-600","","","","LOW","ea78db070c06","true","late-night video calls between Nepalgunj and Sakai, Osaka","a Bageshwori memory pressed between two pages","You make ordinary food, ordinary calls, and ordinary rooms feel like memories.","Samjhana, my Runchi, Abu made the Love Chimes room around late-night video calls between Nepalgunj and Sakai, Osaka. This is a reminder that you are loved in the details.","Open this when you miss Abu. You make ordinary food, ordinary calls, and ordinary rooms feel like memories. This page is Abu’s a quiet “open when” note for your pocket for Bhoot."
"91","/love-puzzle-slider","LovePuzzleSliderPage","src/pages/LovePuzzleSliderPage.jsx","Slide the Story into Place","registered but not in sequence","","111228","10","LovePuzzleSlider","src/pages/LovePuzzleSliderPage.jsx | src/components/LovePuzzleSlider.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","62","229","rounded-full bg-indigo-100 text-indigo-700 font-extrabold text-xs bg-amber-100 text-amber-700 bg-gray-100 text-gray-600 font-bold","","","","LOW","1736e965ceca","true","Water Park laughter and the day moving too quickly","a tiny cinema ticket for one moment Abu would replay","Your “huss” can make a long day feel close again.","Samjhana, my Fuchee, Abu made the Love Puzzle Slider room around Water Park laughter and the day moving too quickly. Read this slowly, Sanu. It was made for your exact heart.","This page is a soft place to land when your day is heavy. Your “huss” can make a long day feel close again. This page is Abu’s a private letter from Abu for Samjhana."
"92","/love-horoscope-daily","LoveHoroscopeDailyPage","src/pages/LoveHoroscopeDailyPage.jsx","Today’s Note from the Stars","sequence page 71","71","5015","2","LoveHoroscopeDaily","src/pages/LoveHoroscopeDailyPage.jsx | src/components/LoveHoroscopeDaily.jsx","","0","8","6","","","","","MEDIUM","e482e07b3c4e","true","the dream of Pokhara, Manang, and Mustang waiting for us","a quiet “open when” note for your pocket","You are beautiful in the moments you never think to pose for.","Samjhana, my Fuchee, Abu made the Love Horoscope Daily room around the dream of Pokhara, Manang, and Mustang waiting for us. This page is a soft place to land when your day is heav","A small surprise: Abu remembers more than he says. You are beautiful in the moments you never think to pose for. This page is Abu’s a promise map for the places we still want to se"
"93","/love-recipe","LoveRecipePage","src/pages/LoveRecipePage.jsx","The Recipe for a Good Day Together","sequence page 72","72","4308","2","LoveRecipe","src/pages/LoveRecipePage.jsx | src/components/LoveRecipe.jsx","","0","8","2","","","","","MEDIUM","f084814cc75f","true","the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home","a Bageshwori memory pressed between two pages","You make Abu want to become gentler, steadier, and more worthy of your trust.","Samjhana, my Samjhana, Abu made the Love Recipe room around the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home. This is a reminder that you are loved in the ","Open this when you miss Abu. You make Abu want to become gentler, steadier, and more worthy of your trust. This page is Abu’s a quiet “open when” note for your pocket for Sanzu."
"94","/love-fireflies","LoveFirefliesPage","src/pages/LoveFirefliesPage.jsx","Fireflies for Sanzu","sequence page 73","73","114205","10","LoveFireflies","src/pages/LoveFirefliesPage.jsx | src/components/LoveFireflies.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","74","232","rounded-full bg-amber-100 text-amber-800 font-extrabold text-xs bg-gray-200 bg-gradient-to-r from-amber-400 to-amber-500 rounded-3xl","","","","LOW","9164a9f5d1af","true","late-night video calls between Nepalgunj and Sakai, Osaka","a compliment saved for your next tired day","You make ordinary food, ordinary calls, and ordinary rooms feel like memories.","Samjhana, my Bebo, Abu made the Love Fireflies room around late-night video calls between Nepalgunj and Sakai, Osaka. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. You make ordinary food, ordinary calls, and ordinary rooms feel like memories. This page is Abu’s a "
"95","/love-tree-growth","LoveTreeGrowthPage","src/pages/LoveTreeGrowthPage.jsx","How Abu’s Love Keeps Growing","sequence page 74","74","7822","2","LoveTreeGrowth","src/pages/LoveTreeGrowthPage.jsx | src/components/LoveTreeGrowth.jsx","","0","9","8","","","","","MEDIUM","35de35d09d81","true","the day “Abhay” became “Abu” because you made it yours","a tiny cinema ticket for one moment Abu would replay","You are the person behind every name Abu says with a softer voice.","Samjhana, my Samjhana, Abu made the Love Tree Growth room around the day “Abhay” became “Abu” because you made it yours. Read this slowly, Sanu. It was made for your exact heart.","This page is a soft place to land when your day is heavy. You are the person behind every name Abu says with a softer voice. This page is Abu’s a private letter from Abu for Sanzu."
"96","/love-wishes-sky","LoveWishesSkyPage","src/pages/LoveWishesSkyPage.jsx","Wishes Written Above Us","sequence page 75","75","114472","11","LoveWishesSky","src/pages/LoveWishesSkyPage.jsx | src/components/LoveWishesSky.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/whatsappHelper.js","","30","60","256","text-amber-400 font-ui rounded-3xl bg-gradient-to-b from-indigo-950 via-slate-900 to-black border-4 border-amber-400 shadow-2xl","","","","LOW","b560d13cdb4f","true","the room-search conversation that started in Nepalgunj","a quiet “open when” note for your pocket","You are the best part of every future Abu imagines.","Samjhana, my Sanzu, Abu made the Love Wishes Sky room around the room-search conversation that started in Nepalgunj. This page is a soft place to land when your day is heavy.","A small surprise: Abu remembers more than he says. You are the best part of every future Abu imagines. This page is Abu’s a promise map for the places we still want to see for Bhun"
"97","/love-time-machine","LoveTimeMachinePage","src/pages/LoveTimeMachinePage.jsx","A Trip Back to Our First Days","sequence page 76","76","112076","10","LoveTimeMachine","src/pages/LoveTimeMachinePage.jsx | src/components/LoveTimeMachine.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","63","230","rounded-full text-sm font-bold bg-indigo-600 text-white shadow-lg bg-green-500 bg-gray-200 text-gray-500 bg-gray-300","","","","LOW","3543f18b10ff","true","Water Park laughter and the day moving too quickly","a small surprise box with one true thing inside","Your “huss” can make a long day feel close again.","Samjhana, my Sanzu, Abu made the Love Time Machine room around Water Park laughter and the day moving too quickly. Keep this for the next time distance feels loud.","Read this slowly, Sanu. It was made for your exact heart. Your “huss” can make a long day feel close again. This page is Abu’s a birthday blessing written in Abu’s handwriting for "
"98","/love-memory-match","LoveMemoryMatchPage","src/pages/LoveMemoryMatchPage.jsx","Match the Memory to the Feeling","registered but not in sequence","","63347","10","LoveMemoryMatch","src/pages/LoveMemoryMatchPage.jsx | src/components/LoveMemoryMatch.jsx | src/components/WorldShell.jsx | src/themes.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/whatsappHelper.js","","28","79","40","text-rose-500 font-ui bg-white/80 rounded-2xl border-rose-200 shadow-sm text-xs font-bold text-gray-700 rounded-full","","","","LOW","ff0231d7bf01","true","Water Park laughter and the day moving too quickly","a promise folded into a keepsake card","Your “huss” can make a long day feel close again.","Samjhana, my Sanzu, Abu made the Love Memory Match room around Water Park laughter and the day moving too quickly. This page is a soft place to land when your day is heavy.","A small surprise: Abu remembers more than he says. Your “huss” can make a long day feel close again. This page is Abu’s a compliment saved for your next tired day for Bhuntu."
"99","/love-origami-heart","LoveOrigamiHeartPage","src/pages/LoveOrigamiHeartPage.jsx","A Folded Heart for Bhuntu","sequence page 77","77","54199","9","LoveOrigamiHeart","src/pages/LoveOrigamiHeartPage.jsx | src/components/LoveOrigamiHeart.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/whatsappHelper.js","","0","71","46","text-rose-500 font-ui rounded-full text-xs font-black shadow-md bg-emerald-500 text-white bg-pink-500 ring-4","","","","LOW","947c4f0f92fa","true","Water Park laughter and the day moving too quickly","a promise folded into a keepsake card","Your “huss” can make a long day feel close again.","Samjhana, my Bhoot, Abu made the Love Origami Heart room around Water Park laughter and the day moving too quickly. This page is a soft place to land when your day is heavy.","A small surprise: Abu remembers more than he says. Your “huss” can make a long day feel close again. This page is Abu’s a compliment saved for your next tired day for Bebo."
"100","/love-fortune-cookie","LoveFortuneCookiePage","src/pages/LoveFortuneCookiePage.jsx","A Fortune Abu Left Inside","sequence page 78","78","49596","9","LoveFortuneCookie","src/pages/LoveFortuneCookiePage.jsx | src/components/LoveFortuneCookie.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/whatsappHelper.js","","0","66","48","text-amber-500 font-ui rounded-full bg-gradient-to-br from-amber-300 via-amber-400 to-amber-500 border-4 border-amber-200 shadow-2xl","","","","LOW","5865f7fddbd1","true","dropping you at the Language Institute before Japan","a quiet “open when” note for your pocket","Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves.","Samjhana, my Bebo, Abu made the Love Fortune Cookie room around dropping you at the Language Institute before Japan. This page is a soft place to land when your day is heavy.","A small surprise: Abu remembers more than he says. Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves. This page is Abu’s a promise map for"
